lot_id,node,demand
lot_502,4G,0.0169926
lot_502,5G,0.000595701
lot_503,4G,0.0169976
lot_503,5G,0.000600595
lot_504,4G,0.0169969
lot_504,5G,0.000586052
lot_505,4G,0.0169908
lot_505,5G,0.000601562
lot_506,4G,0.0169969
lot_506,5G,0.000606075
lot_507,4G,0.0170029
lot_507,5G,0.00060611
lot_508,4G,0.0170062
lot_508,5G,0.000608223
lot_509,4G,0.0169999
lot_509,5G,0.000617098
lot_510,4G,0.0170048
lot_510,5G,0.000605276
lot_511,4G,0.0170188
lot_511,5G,0.000590442
lot_512,4G,0.0170192
lot_512,5G,0.000589796
lot_513,4G,0.0170088
lot_513,5G,0.00059675
lot_514,4G,0.016994
lot_514,5G,0.000602417
lot_515,4G,0.0169689
lot_515,5G,0.000601504
lot_516,4G,0.0169788
lot_516,5G,0.000601479
lot_517,4G,0.0169993
lot_517,5G,0.000606623
lot_518,4G,0.0170012
lot_518,5G,0.000590429
lot_519,4G,0.0169928
lot_519,5G,0.000603081
lot_520,4G,0.0170006
lot_520,5G,0.00060511
lot_521,4G,0.0170158
lot_521,5G,0.000599089
lot_522,4G,0.0170172
lot_522,5G,0.000597166
lot_523,4G,0.016999
lot_523,5G,0.000599973
lot_524,4G,0.0170149
lot_524,5G,0.000580541
lot_525,4G,0.0169913
lot_525,5G,0.000600121
lot_526,4G,0.0169999
lot_526,5G,0.000602304
lot_527,4G,0.017002
lot_527,5G,0.000592457
lot_528,4G,0.0170019
lot_528,5G,0.000617522
lot_529,4G,0.0170031
lot_529,5G,0.000596328
lot_530,4G,0.0170018
lot_530,5G,0.00060584
lot_531,4G,0.0169879
lot_531,5G,0.000588477
lot_532,4G,0.017011
lot_532,5G,0.000591545
lot_533,4G,0.0169912
lot_533,5G,0.00059444
lot_534,4G,0.0169984
lot_534,5G,0.000594108
lot_535,4G,0.0169981
lot_535,5G,0.000584286
lot_536,4G,0.0170102
lot_536,5G,0.00059687
lot_537,4G,0.0170082
lot_537,5G,0.000591096
lot_538,4G,0.017017
lot_538,5G,0.000591402
lot_539,4G,0.017011
lot_539,5G,0.00059951
lot_540,4G,0.0170013
lot_540,5G,0.000601403
lot_541,4G,0.0170031
lot_541,5G,0.000600706
lot_542,4G,0.0169886
lot_542,5G,0.000584347
lot_543,4G,0.0170104
lot_543,5G,0.000591903
lot_544,4G,0.0169938
lot_544,5G,0.000578427
lot_545,4G,0.0170092
lot_545,5G,0.000604206
lot_546,4G,0.017016
lot_546,5G,0.00061416
lot_547,4G,0.0170039
lot_547,5G,0.000605814
lot_548,4G,0.0170089
lot_548,5G,0.000586206
lot_549,4G,0.0170234
lot_549,5G,0.000585941
lot_550,4G,0.0169976
lot_550,5G,0.000592392
lot_551,4G,0.016998
lot_551,5G,0.000606438
lot_552,4G,0.0170008
lot_552,5G,0.000577524
lot_553,4G,0.0169959
lot_553,5G,0.000594312
lot_554,4G,0.017007
lot_554,5G,0.000590052
lot_555,4G,0.0169992
lot_555,5G,0.000598493
lot_556,4G,0.0170142
lot_556,5G,0.000604762
lot_557,4G,0.0169928
lot_557,5G,0.000602565
lot_558,4G,0.016999
lot_558,5G,0.000598594
lot_559,4G,0.0169746
lot_559,5G,0.000577458
lot_560,4G,0.0170028
lot_560,5G,0.000588411
lot_561,4G,0.0169952
lot_561,5G,0.000601199
lot_562,4G,0.0169951
lot_562,5G,0.000620871
lot_563,4G,0.0169748
lot_563,5G,0.000606279
lot_564,4G,0.0169943
lot_564,5G,0.000602242
lot_565,4G,0.0170031
lot_565,5G,0.000602371
lot_566,4G,0.0169958
lot_566,5G,0.000592984
lot_567,4G,0.0169935
lot_567,5G,0.000604053
lot_568,4G,0.0170027
lot_568,5G,0.000598037
lot_569,4G,0.0169979
lot_569,5G,0.000599879
lot_570,4G,0.0169872
lot_570,5G,0.00061201
lot_571,4G,0.0169953
lot_571,5G,0.00060633
lot_572,4G,0.0170031
lot_572,5G,0.000604084
lot_573,4G,0.0170058
lot_573,5G,0.00059655
lot_574,4G,0.017005
lot_574,5G,0.000608115
lot_575,4G,0.016998
lot_575,5G,0.000603238
lot_576,4G,0.0169856
lot_576,5G,0.000609203
lot_577,4G,0.0170091
lot_577,5G,0.000617051
lot_578,4G,0.0169807
lot_578,5G,0.000608991
lot_579,4G,0.0170037
lot_579,5G,0.000623804
lot_580,4G,0.0170025
lot_580,5G,0.000590413
lot_581,4G,0.0169982
lot_581,5G,0.000585499
lot_582,4G,0.0170043
lot_582,5G,0.000610349
lot_583,4G,0.0170117
lot_583,5G,0.000606086
lot_584,4G,0.0169925
lot_584,5G,0.000599881
lot_585,4G,0.0169753
lot_585,5G,0.000597752
lot_586,4G,0.0170049
lot_586,5G,0.000619963
lot_587,4G,0.0170049
lot_587,5G,0.000580803
lot_588,4G,0.016995
lot_588,5G,0.000609442
lot_589,4G,0.016982
lot_589,5G,0.000625734
lot_590,4G,0.0169833
lot_590,5G,0.000600493
lot_591,4G,0.0169947
lot_591,5G,0.000603335
lot_592,4G,0.0169952
lot_592,5G,0.000606143
lot_593,4G,0.0170012
lot_593,5G,0.000597769
lot_594,4G,0.0170117
lot_594,5G,0.000599273
lot_595,4G,0.0169936
lot_595,5G,0.000599654
lot_596,4G,0.0169963
lot_596,5G,0.000611302
lot_597,4G,0.0169838
lot_597,5G,0.000589278
lot_598,4G,0.017001
lot_598,5G,0.000599295
lot_599,4G,0.017001
lot_599,5G,0.00060908
lot_600,4G,0.0170088
lot_600,5G,0.000593794
lot_601,4G,0.0169805
lot_601,5G,0.000605048
lot_602,4G,0.0169921
lot_602,5G,0.000579889
lot_603,4G,0.0170161
lot_603,5G,0.000604994
lot_604,4G,0.0170015
lot_604,5G,0.000596253
lot_605,4G,0.0169947
lot_605,5G,0.000606743
lot_606,4G,0.017002
lot_606,5G,0.000600282
lot_607,4G,0.0169999
lot_607,5G,0.000598835
lot_608,4G,0.0169927
lot_608,5G,0.000593051
lot_609,4G,0.0170103
lot_609,5G,0.000596075
lot_610,4G,0.0169962
lot_610,5G,0.000603671
lot_611,4G,0.016998
lot_611,5G,0.000616492
lot_612,4G,0.0170068
lot_612,5G,0.000595933
lot_613,4G,0.0170004
lot_613,5G,0.000596117
lot_614,4G,0.0170099
lot_614,5G,0.000602291
lot_615,4G,0.0169771
lot_615,5G,0.000593841
lot_616,4G,0.0169839
lot_616,5G,0.000618286
lot_617,4G,0.017007
lot_617,5G,0.000583241
lot_618,4G,0.0170137
lot_618,5G,0.000595924
lot_619,4G,0.0169956
lot_619,5G,0.000609378
lot_620,4G,0.0169961
lot_620,5G,0.000596712
lot_621,4G,0.0169913
lot_621,5G,0.000592972
lot_622,4G,0.0169996
lot_622,5G,0.000591033
lot_623,4G,0.0169947
lot_623,5G,0.000620778
lot_624,4G,0.0169884
lot_624,5G,0.000587537
lot_625,4G,0.0169966
lot_625,5G,0.000614292
lot_626,4G,0.0169999
lot_626,5G,0.000600283
lot_627,4G,0.0169992
lot_627,5G,0.000605814
lot_628,4G,0.0169888
lot_628,5G,0.000602644
lot_629,4G,0.0170071
lot_629,5G,0.000612445
lot_630,4G,0.0170098
lot_630,5G,0.000600391
lot_631,4G,0.0169938
lot_631,5G,0.000606106
lot_632,4G,0.0170045
lot_632,5G,0.000611941
lot_633,4G,0.0169959
lot_633,5G,0.000602056
lot_634,4G,0.0170226
lot_634,5G,0.000602362
lot_635,4G,0.0170028
lot_635,5G,0.000575059
lot_636,4G,0.0169816
lot_636,5G,0.000601313
lot_637,4G,0.0170061
lot_637,5G,0.000601615
lot_638,4G,0.016996
lot_638,5G,0.000602666
lot_639,4G,0.0170046
lot_639,5G,0.000591527
lot_640,4G,0.0169913
lot_640,5G,0.000580954
lot_641,4G,0.0169874
lot_641,5G,0.000603389
lot_642,4G,0.017002
lot_642,5G,0.000622797
lot_643,4G,0.0169934
lot_643,5G,0.000598748
lot_644,4G,0.0169862
lot_644,5G,0.000594521
lot_645,4G,0.0169763
lot_645,5G,0.000603722
lot_646,4G,0.0169903
lot_646,5G,0.000622864
lot_647,4G,0.017002
lot_647,5G,0.000597525
lot_648,4G,0.0170003
lot_648,5G,0.000594016
lot_649,4G,0.0169958
lot_649,5G,0.000593635
lot_650,4G,0.0170003
lot_650,5G,0.000611376
lot_651,4G,0.0170015
lot_651,5G,0.000600678
lot_652,4G,0.0170009
lot_652,5G,0.000609064
lot_653,4G,0.0170045
lot_653,5G,0.000622582
lot_654,4G,0.0170096
lot_654,5G,0.00059008
lot_655,4G,0.0169874
lot_655,5G,0.000596166
lot_656,4G,0.0169963
lot_656,5G,0.000619802
lot_657,4G,0.0169979
lot_657,5G,0.000594189
lot_658,4G,0.017
lot_658,5G,0.00060352
lot_659,4G,0.0169946
lot_659,5G,0.000606579
lot_660,4G,0.0169896
lot_660,5G,0.000579997
lot_661,4G,0.0170002
lot_661,5G,0.000598617
lot_662,4G,0.0169969
lot_662,5G,0.000608846
lot_663,4G,0.0170157
lot_663,5G,0.00062045
lot_664,4G,0.0169969
lot_664,5G,0.000592899
lot_665,4G,0.0170063
lot_665,5G,0.000615408
lot_666,4G,0.0170089
lot_666,5G,0.000595439
lot_667,4G,0.0169944
lot_667,5G,0.000596784
lot_668,4G,0.016987
lot_668,5G,0.000590329
lot_669,4G,0.016989
lot_669,5G,0.000611049
lot_670,4G,0.0170038
lot_670,5G,0.000608993
lot_671,4G,0.01701
lot_671,5G,0.000589954
lot_672,4G,0.0170206
lot_672,5G,0.000588195
lot_673,4G,0.0170167
lot_673,5G,0.000604107
lot_674,4G,0.0170082
lot_674,5G,0.000588241
lot_675,4G,0.0169971
lot_675,5G,0.000607087
lot_676,4G,0.0169852
lot_676,5G,0.000608483
lot_677,4G,0.0170002
lot_677,5G,0.000587831
lot_678,4G,0.0170052
lot_678,5G,0.000597504
lot_679,4G,0.0170066
lot_679,5G,0.000581538
lot_680,4G,0.017001
lot_680,5G,0.000614171
lot_681,4G,0.0170204
lot_681,5G,0.000585618
lot_682,4G,0.0170055
lot_682,5G,0.000619192
lot_683,4G,0.0170208
lot_683,5G,0.000619566
lot_684,4G,0.0170037
lot_684,5G,0.000592071
lot_685,4G,0.017004
lot_685,5G,0.000595028
lot_686,4G,0.0170032
lot_686,5G,0.000619084
lot_687,4G,0.0170083
lot_687,5G,0.000610541
lot_688,4G,0.0170013
lot_688,5G,0.00060678
lot_689,4G,0.0170111
lot_689,5G,0.000596271
lot_690,4G,0.0170049
lot_690,5G,0.000603901
lot_691,4G,0.0170168
lot_691,5G,0.000601663
lot_692,4G,0.0169891
lot_692,5G,0.000609241
lot_693,4G,0.016996
lot_693,5G,0.00059605
lot_694,4G,0.0169988
lot_694,5G,0.000610028
lot_695,4G,0.0169966
lot_695,5G,0.000611338
lot_696,4G,0.0169977
lot_696,5G,0.000586983
lot_697,4G,0.0169888
lot_697,5G,0.000594696
lot_698,4G,0.0170066
lot_698,5G,0.000597043
lot_699,4G,0.0170079
lot_699,5G,0.000596483
lot_700,4G,0.01701
lot_700,5G,0.000605117
lot_701,4G,0.0169911
lot_701,5G,0.00060187
lot_702,4G,0.017
lot_702,5G,0.000582887
lot_703,4G,0.0170099
lot_703,5G,0.000585659
lot_704,4G,0.0170175
lot_704,5G,0.000589985
lot_705,4G,0.0170212
lot_705,5G,0.000596944
lot_706,4G,0.0169999
lot_706,5G,0.000583127
lot_707,4G,0.0169978
lot_707,5G,0.000612145
lot_708,4G,0.0169974
lot_708,5G,0.000605862
lot_709,4G,0.0170048
lot_709,5G,0.000595306
lot_710,4G,0.0170089
lot_710,5G,0.000611802
lot_711,4G,0.0169998
lot_711,5G,0.000588295
lot_712,4G,0.017016
lot_712,5G,0.00059868
lot_713,4G,0.0170027
lot_713,5G,0.00058396
lot_714,4G,0.0169952
lot_714,5G,0.000615562
lot_715,4G,0.0170072
lot_715,5G,0.000605991
lot_716,4G,0.0170095
lot_716,5G,0.000600724
lot_717,4G,0.0170118
lot_717,5G,0.000600201
lot_718,4G,0.0170153
lot_718,5G,0.00059207
lot_719,4G,0.0169994
lot_719,5G,0.000603343
lot_720,4G,0.0169962
lot_720,5G,0.000599682
lot_721,4G,0.0170014
lot_721,5G,0.000603966
lot_722,4G,0.0170014
lot_722,5G,0.000601599
lot_723,4G,0.0169802
lot_723,5G,0.000608758
lot_724,4G,0.0170071
lot_724,5G,0.000606346
lot_725,4G,0.0170183
lot_725,5G,0.000606621
lot_726,4G,0.0169981
lot_726,5G,0.000601281
lot_727,4G,0.016998
lot_727,5G,0.000599575
lot_728,4G,0.0169972
lot_728,5G,0.000596255
lot_729,4G,0.0170003
lot_729,5G,0.000606632
lot_730,4G,0.0169945
lot_730,5G,0.000600402
lot_731,4G,0.017013
lot_731,5G,0.000596734
lot_732,4G,0.0169796
lot_732,5G,0.000586232
lot_733,4G,0.0170055
lot_733,5G,0.00058886
lot_734,4G,0.0169917
lot_734,5G,0.000586223
lot_735,4G,0.0170014
lot_735,5G,0.000601698
lot_736,4G,0.0169992
lot_736,5G,0.000593441
lot_737,4G,0.0169978
lot_737,5G,0.000584156
lot_738,4G,0.0170132
lot_738,5G,0.000600293
lot_739,4G,0.0169944
lot_739,5G,0.000622275
lot_740,4G,0.0169997
lot_740,5G,0.000611418
lot_741,4G,0.01701
lot_741,5G,0.000583755
lot_742,4G,0.0169985
lot_742,5G,0.000598694
lot_743,4G,0.0169975
lot_743,5G,0.000608138
lot_744,4G,0.0169907
lot_744,5G,0.000618327
lot_745,4G,0.0169771
lot_745,5G,0.000611683
lot_746,4G,0.0170156
lot_746,5G,0.000586666
lot_747,4G,0.0169883
lot_747,5G,0.000601983
lot_748,4G,0.0170079
lot_748,5G,0.000596478
lot_749,4G,0.0169945
lot_749,5G,0.000607294
lot_750,4G,0.017004
lot_750,5G,0.000594639
lot_751,4G,0.0170029
lot_751,5G,0.000598351
lot_752,4G,0.0170018
lot_752,5G,0.000598365
lot_753,4G,0.0169968
lot_753,5G,0.000596728
lot_754,4G,0.0170012
lot_754,5G,0.000617861
lot_755,4G,0.0170159
lot_755,5G,0.00060299
lot_756,4G,0.0170022
lot_756,5G,0.000608338
lot_757,4G,0.0169865
lot_757,5G,0.000604383
lot_758,4G,0.016998
lot_758,5G,0.000620081
lot_759,4G,0.0170032
lot_759,5G,0.000603736
lot_760,4G,0.0169925
lot_760,5G,0.000598388
lot_761,4G,0.0169884
lot_761,5G,0.000590916
lot_762,4G,0.0170034
lot_762,5G,0.000594712
lot_763,4G,0.0169972
lot_763,5G,0.000602222
lot_764,4G,0.0169735
lot_764,5G,0.000600092
lot_765,4G,0.0169997
lot_765,5G,0.00060993
lot_766,4G,0.0169852
lot_766,5G,0.000592577
lot_767,4G,0.0170141
lot_767,5G,0.000600267
lot_768,4G,0.0169891
lot_768,5G,0.000590165
lot_769,4G,0.0169936
lot_769,5G,0.000589054
lot_770,4G,0.0170025
lot_770,5G,0.000589393
lot_771,4G,0.0170157
lot_771,5G,0.00062052
lot_772,4G,0.0170047
lot_772,5G,0.00060221
lot_773,4G,0.016999
lot_773,5G,0.000586519
lot_774,4G,0.0170001
lot_774,5G,0.00059452
lot_775,4G,0.0170153
lot_775,5G,0.000587596
lot_776,4G,0.0169905
lot_776,5G,0.00059006
lot_777,4G,0.0170152
lot_777,5G,0.000575819
lot_778,4G,0.0169912
lot_778,5G,0.000599226
lot_779,4G,0.0170071
lot_779,5G,0.000601557
lot_780,4G,0.0169944
lot_780,5G,0.000604679
lot_781,4G,0.0169978
lot_781,5G,0.000581951
lot_782,4G,0.0170012
lot_782,5G,0.00058564
lot_783,4G,0.0170002
lot_783,5G,0.000596692
lot_784,4G,0.0170047
lot_784,5G,0.000619112
lot_785,4G,0.0170024
lot_785,5G,0.000613762
lot_786,4G,0.0170021
lot_786,5G,0.000623386
lot_787,4G,0.0170009
lot_787,5G,0.00060401
lot_788,4G,0.0170061
lot_788,5G,0.000617931
lot_789,4G,0.016986
lot_789,5G,0.000611381
lot_790,4G,0.0170069
lot_790,5G,0.000620199
lot_791,4G,0.0170109
lot_791,5G,0.00058868
lot_792,4G,0.0170034
lot_792,5G,0.000597949
lot_793,4G,0.0170129
lot_793,5G,0.000590446
lot_794,4G,0.0170093
lot_794,5G,0.000595255
lot_795,4G,0.0170033
lot_795,5G,0.000607935
lot_796,4G,0.0170003
lot_796,5G,0.000593023
lot_797,4G,0.0169968
lot_797,5G,0.000605898
lot_798,4G,0.0169939
lot_798,5G,0.000590686
lot_799,4G,0.0170055
lot_799,5G,0.000608326
lot_800,4G,0.0169904
lot_800,5G,0.000597414
lot_801,4G,0.0170098
lot_801,5G,0.000585405
lot_802,4G,0.0169927
lot_802,5G,0.000596229
lot_803,4G,0.0170149
lot_803,5G,0.000614084
lot_804,4G,0.0169884
lot_804,5G,0.000607663
lot_805,4G,0.0169846
lot_805,5G,0.000597201
lot_806,4G,0.0170033
lot_806,5G,0.000603616
lot_807,4G,0.0169977
lot_807,5G,0.000604417
lot_808,4G,0.0169942
lot_808,5G,0.000608038
lot_809,4G,0.0169967
lot_809,5G,0.000604587
lot_810,4G,0.0170227
lot_810,5G,0.000596866
lot_811,4G,0.0169828
lot_811,5G,0.000604745
lot_812,4G,0.0169933
lot_812,5G,0.000581869
lot_813,4G,0.0170115
lot_813,5G,0.00059578
lot_814,4G,0.0170042
lot_814,5G,0.000600402
lot_815,4G,0.0170075
lot_815,5G,0.000594041
lot_816,4G,0.0169962
lot_816,5G,0.000592192
lot_817,4G,0.0169882
lot_817,5G,0.000599966
lot_818,4G,0.0169806
lot_818,5G,0.000602794
lot_819,4G,0.016989
lot_819,5G,0.000601864
lot_820,4G,0.0170059
lot_820,5G,0.000591929
lot_821,4G,0.0170078
lot_821,5G,0.000595756
lot_822,4G,0.0170215
lot_822,5G,0.000593985
lot_823,4G,0.0170016
lot_823,5G,0.000588866
lot_824,4G,0.0169946
lot_824,5G,0.000605369
lot_825,4G,0.0170014
lot_825,5G,0.000597719
lot_826,4G,0.0170038
lot_826,5G,0.000601157
lot_827,4G,0.0169964
lot_827,5G,0.000608093
lot_828,4G,0.0169873
lot_828,5G,0.000603274
lot_829,4G,0.0169928
lot_829,5G,0.000581938
lot_830,4G,0.017001
lot_830,5G,0.000613833
lot_831,4G,0.0170191
lot_831,5G,0.000602687
lot_832,4G,0.0170044
lot_832,5G,0.00061458
lot_833,4G,0.0169766
lot_833,5G,0.00058283
lot_834,4G,0.0170193
lot_834,5G,0.000600618
lot_835,4G,0.0169919
lot_835,5G,0.000586285
lot_836,4G,0.016999
lot_836,5G,0.000604423
lot_837,4G,0.0169943
lot_837,5G,0.000595988
lot_838,4G,0.0169964
lot_838,5G,0.000591668
lot_839,4G,0.017015
lot_839,5G,0.000603818
lot_840,4G,0.0169958
lot_840,5G,0.000589451
lot_841,4G,0.0170031
lot_841,5G,0.000608961
lot_842,4G,0.0169896
lot_842,5G,0.000582583
lot_843,4G,0.0169926
lot_843,5G,0.000615293
lot_844,4G,0.0169899
lot_844,5G,0.00061045
lot_845,4G,0.0170006
lot_845,5G,0.000619003
lot_846,4G,0.0169844
lot_846,5G,0.00060756
lot_847,4G,0.0170229
lot_847,5G,0.000605572
lot_848,4G,0.0170071
lot_848,5G,0.00061126
lot_849,4G,0.0169944
lot_849,5G,0.000601364
lot_850,4G,0.0170073
lot_850,5G,0.000590939
lot_851,4G,0.0169919
lot_851,5G,0.000588755
lot_852,4G,0.0169936
lot_852,5G,0.000591493
lot_853,4G,0.0169897
lot_853,5G,0.000609833
lot_854,4G,0.0169944
lot_854,5G,0.000582096
lot_855,4G,0.0169992
lot_855,5G,0.000617079
lot_856,4G,0.0170051
lot_856,5G,0.00060987
lot_857,4G,0.016992
lot_857,5G,0.000583175
lot_858,4G,0.016995
lot_858,5G,0.000603321
lot_859,4G,0.0170039
lot_859,5G,0.00059682
lot_860,4G,0.0169926
lot_860,5G,0.000609854
lot_861,4G,0.017001
lot_861,5G,0.000614229
lot_862,4G,0.0170062
lot_862,5G,0.000603063
lot_863,4G,0.0169991
lot_863,5G,0.000593222
lot_864,4G,0.0170024
lot_864,5G,0.000592355
lot_865,4G,0.0169977
lot_865,5G,0.000591263
lot_866,4G,0.0170188
lot_866,5G,0.000588385
lot_867,4G,0.0170128
lot_867,5G,0.000599017
lot_868,4G,0.0169785
lot_868,5G,0.000606388
lot_869,4G,0.0170025
lot_869,5G,0.00059814
lot_870,4G,0.0170035
lot_870,5G,0.000590817
lot_871,4G,0.0170002
lot_871,5G,0.000605208
lot_872,4G,0.0169975
lot_872,5G,0.000589841
lot_873,4G,0.0170111
lot_873,5G,0.000613232
lot_874,4G,0.0169982
lot_874,5G,0.000607404
lot_875,4G,0.0170127
lot_875,5G,0.000583251
lot_876,4G,0.0169978
lot_876,5G,0.000593727
lot_877,4G,0.0170206
lot_877,5G,0.000595375
lot_878,4G,0.0170029
lot_878,5G,0.000590119
lot_879,4G,0.0170042
lot_879,5G,0.000614782
lot_880,4G,0.0170071
lot_880,5G,0.000613534
lot_881,4G,0.0169906
lot_881,5G,0.000602211
lot_882,4G,0.0170045
lot_882,5G,0.000607014
lot_883,4G,0.0169932
lot_883,5G,0.000606582
lot_884,4G,0.0170004
lot_884,5G,0.000603252
lot_885,4G,0.0169831
lot_885,5G,0.000578689
lot_886,4G,0.0169983
lot_886,5G,0.000605796
lot_887,4G,0.0170125
lot_887,5G,0.000601825
lot_888,4G,0.0170012
lot_888,5G,0.000591815
lot_889,4G,0.0170034
lot_889,5G,0.000593718
lot_890,4G,0.0169973
lot_890,5G,0.000598554
lot_891,4G,0.0170059
lot_891,5G,0.000623453
lot_892,4G,0.0170006
lot_892,5G,0.000599098
lot_893,4G,0.017019
lot_893,5G,0.000596776
lot_894,4G,0.0170029
lot_894,5G,0.000596544
lot_895,4G,0.0169995
lot_895,5G,0.000593267
lot_896,4G,0.0170074
lot_896,5G,0.000578914
lot_897,4G,0.0169933
lot_897,5G,0.000590432
lot_898,4G,0.016997
lot_898,5G,0.000597535
lot_899,4G,0.0170166
lot_899,5G,0.000610966
lot_900,4G,0.0170115
lot_900,5G,0.000616159
lot_901,4G,0.0169864
lot_901,5G,0.00058263
lot_902,4G,0.0170025
lot_902,5G,0.000583722
lot_903,4G,0.0169973
lot_903,5G,0.000606804
lot_904,4G,0.0169929
lot_904,5G,0.00062487
lot_905,4G,0.0170209
lot_905,5G,0.000609764
lot_906,4G,0.0170147
lot_906,5G,0.000594888
lot_907,4G,0.0169869
lot_907,5G,0.000588348
lot_908,4G,0.0169995
lot_908,5G,0.000607178
lot_909,4G,0.017
lot_909,5G,0.000612263
lot_910,4G,0.0169953
lot_910,5G,0.000577824
lot_911,4G,0.0169976
lot_911,5G,0.000596121
lot_912,4G,0.017002
lot_912,5G,0.00059556
lot_913,4G,0.0169917
lot_913,5G,0.000592394
lot_914,4G,0.0169949
lot_914,5G,0.000595875
lot_915,4G,0.0169988
lot_915,5G,0.000604324
lot_916,4G,0.0170011
lot_916,5G,0.000607002
lot_917,4G,0.0169843
lot_917,5G,0.000614295
lot_918,4G,0.0170011
lot_918,5G,0.000586779
lot_919,4G,0.0169997
lot_919,5G,0.000594103
lot_920,4G,0.0169923
lot_920,5G,0.000595441
lot_921,4G,0.016999
lot_921,5G,0.000601042
lot_922,4G,0.016993
lot_922,5G,0.000614508
lot_923,4G,0.0170046
lot_923,5G,0.000603341
lot_924,4G,0.0170134
lot_924,5G,0.000580795
lot_925,4G,0.0169978
lot_925,5G,0.000594892
lot_926,4G,0.0170019
lot_926,5G,0.000620096
lot_927,4G,0.0170111
lot_927,5G,0.000611986
lot_928,4G,0.0169941
lot_928,5G,0.00061181
lot_929,4G,0.0169898
lot_929,5G,0.000581527
lot_930,4G,0.0170143
lot_930,5G,0.000590944
lot_931,4G,0.0169931
lot_931,5G,0.000589217
lot_932,4G,0.0170023
lot_932,5G,0.000607435
lot_933,4G,0.0169941
lot_933,5G,0.000597279
lot_934,4G,0.0170005
lot_934,5G,0.000599897
lot_935,4G,0.0170023
lot_935,5G,0.000591504
lot_936,4G,0.0169821
lot_936,5G,0.000596382
lot_937,4G,0.0169928
lot_937,5G,0.000615651
lot_938,4G,0.0169942
lot_938,5G,0.000595975
lot_939,4G,0.0170021
lot_939,5G,0.000602127
lot_940,4G,0.0170113
lot_940,5G,0.000585885
lot_941,4G,0.0170228
lot_941,5G,0.000575898
lot_942,4G,0.0169896
lot_942,5G,0.000610392
lot_943,4G,0.0169971
lot_943,5G,0.000597351
lot_944,4G,0.0170096
lot_944,5G,0.000602481
lot_945,4G,0.0170033
lot_945,5G,0.000629983
lot_946,4G,0.0169899
lot_946,5G,0.000594244
lot_947,4G,0.0170053
lot_947,5G,0.000601963
lot_948,4G,0.0169893
lot_948,5G,0.000588644
lot_949,4G,0.0169917
lot_949,5G,0.000588053
lot_950,4G,0.0169979
lot_950,5G,0.000608026
lot_951,4G,0.0170041
lot_951,5G,0.000597469
lot_952,4G,0.0170081
lot_952,5G,0.000612732
lot_953,4G,0.0169918
lot_953,5G,0.000590534
lot_954,4G,0.0169877
lot_954,5G,0.000603259
lot_955,4G,0.0170001
lot_955,5G,0.000608386
lot_956,4G,0.0170039
lot_956,5G,0.000619284
lot_957,4G,0.0169906
lot_957,5G,0.000594015
lot_958,4G,0.0169859
lot_958,5G,0.000608502
lot_959,4G,0.017003
lot_959,5G,0.000603666
lot_960,4G,0.0169972
lot_960,5G,0.000615959
lot_961,4G,0.0169881
lot_961,5G,0.000605838
lot_962,4G,0.0170129
lot_962,5G,0.000602582
lot_963,4G,0.0169953
lot_963,5G,0.000596772
lot_964,4G,0.0170014
lot_964,5G,0.000594241
lot_965,4G,0.0169848
lot_965,5G,0.000604901
lot_966,4G,0.0169907
lot_966,5G,0.000598481
lot_967,4G,0.0170001
lot_967,5G,0.000600268
lot_968,4G,0.0169914
lot_968,5G,0.000597453
lot_969,4G,0.016993
lot_969,5G,0.000599719
lot_970,4G,0.0169983
lot_970,5G,0.000588283
lot_971,4G,0.0169901
lot_971,5G,0.00059685
lot_972,4G,0.0169992
lot_972,5G,0.000622402
lot_973,4G,0.0170089
lot_973,5G,0.000609329
lot_974,4G,0.017002
lot_974,5G,0.00059196
lot_975,4G,0.0170044
lot_975,5G,0.0005965
lot_976,4G,0.0169971
lot_976,5G,0.000594481
lot_977,4G,0.0169928
lot_977,5G,0.000588096
lot_978,4G,0.0170051
lot_978,5G,0.000596661
lot_979,4G,0.0169932
lot_979,5G,0.000590052
lot_980,4G,0.0169999
lot_980,5G,0.000604939
lot_981,4G,0.0169796
lot_981,5G,0.000600052
lot_982,4G,0.0169963
lot_982,5G,0.00059699
lot_983,4G,0.0170043
lot_983,5G,0.000590494
lot_984,4G,0.0170048
lot_984,5G,0.00060121
lot_985,4G,0.0169965
lot_985,5G,0.000588064
lot_986,4G,0.0169907
lot_986,5G,0.000604593
lot_987,4G,0.0169955
lot_987,5G,0.000582282
lot_988,4G,0.0170005
lot_988,5G,0.000603121
lot_989,4G,0.0169902
lot_989,5G,0.000614244
lot_990,4G,0.0169937
lot_990,5G,0.000580222
lot_991,4G,0.0170058
lot_991,5G,0.000620815
lot_992,4G,0.0169855
lot_992,5G,0.000587734
lot_993,4G,0.0169903
lot_993,5G,0.000603802
lot_994,4G,0.0169955
lot_994,5G,0.000614684
lot_995,4G,0.0170119
lot_995,5G,0.000595083
lot_996,4G,0.0170134
lot_996,5G,0.000598511
lot_997,4G,0.0170048
lot_997,5G,0.000602424
lot_998,4G,0.0170002
lot_998,5G,0.000597213
lot_999,4G,0.0169996
lot_999,5G,0.000595171
lot_1000,4G,0.017015
lot_1000,5G,0.00062392
lot_1001,4G,0.0169932
lot_1001,5G,0.000577033
lot_1002,4G,0.0170008
lot_1002,5G,0.000612298
lot_1003,4G,0.0170066
